postcode,offence_division,offence_subdivision,offence_subgroup,offence_count
3043,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,38
3043,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,77
3043,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,192
3043,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,443
3043,B Property and deception offences,B40 Theft,B43 Steal from a retail store,44
3043,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3043,B Property and deception offences,B40 Theft,B49 Other theft,155
3044,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4
3044,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,18
3044,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,82
3044,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,35
3044,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,95
3044,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,340
3044,B Property and deception offences,B40 Theft,B43 Steal from a retail store,12
3044,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,12
3044,B Property and deception offences,B40 Theft,B49 Other theft,118
3045,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3
3045,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3045,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,211
3045,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,194
3045,B Property and deception offences,B40 Theft,B43 Steal from a retail store,25
3045,B Property and deception offences,B40 Theft,B49 Other theft,284
3046,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,12
3046,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3046,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,38
3046,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3046,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,151
3046,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,33
3046,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,136
3046,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,627
3046,B Property and deception offences,B40 Theft,B43 Steal from a retail store,75
3046,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,29
3046,B Property and deception offences,B40 Theft,B49 Other theft,260
3047,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,30
3047,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,4
3047,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,29
3047,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3047,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,94
3047,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,61
3047,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,150
3047,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,452
3047,B Property and deception offences,B40 Theft,B43 Steal from a retail store,366
3047,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,10
3047,B Property and deception offences,B40 Theft,B49 Other theft,302
3048,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4
3048,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,8
3048,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,43
3048,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,34
3048,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,89
3048,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,225
3048,B Property and deception offences,B40 Theft,B43 Steal from a retail store,21
3048,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,4
3048,B Property and deception offences,B40 Theft,B49 Other theft,131
3049,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3049,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5
3049,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,24
3049,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,18
3049,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,55
3049,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,136
3049,B Property and deception offences,B40 Theft,B43 Steal from a retail store,5
3049,B Property and deception offences,B40 Theft,B49 Other theft,49
3051,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,11
3051,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,15
3051,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3051,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,137
3051,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,72
3051,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,156
3051,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,396
3051,B Property and deception offences,B40 Theft,B43 Steal from a retail store,123
3051,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,116
3051,B Property and deception offences,B40 Theft,B49 Other theft,224
3052,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,5
3052,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,14
3052,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,40
3052,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,54
3052,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,69
3052,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,243
3052,B Property and deception offences,B40 Theft,B43 Steal from a retail store,6
3052,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,142
3052,B Property and deception offences,B40 Theft,B49 Other theft,227
3053,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,17
3053,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3053,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,48
3053,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3053,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,166
3053,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,149
3053,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3053,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,173
3053,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,627
3053,B Property and deception offences,B40 Theft,B43 Steal from a retail store,181
3053,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,220
3053,B Property and deception offences,B40 Theft,B49 Other theft,521
3054,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,10
3054,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3054,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,22
3054,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2
3054,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,39
3054,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,21
3054,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,69
3054,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,207
3054,B Property and deception offences,B40 Theft,B43 Steal from a retail store,4
3054,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,34
3054,B Property and deception offences,B40 Theft,B49 Other theft,68
3055,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,6
3055,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2
3055,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,9
3055,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2
3055,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,66
3055,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,19
3055,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3055,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,79
3055,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,242
3055,B Property and deception offences,B40 Theft,B43 Steal from a retail store,33
3055,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,33
3055,B Property and deception offences,B40 Theft,B49 Other theft,132
3056,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,14
3056,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3056,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,21
3056,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2
3056,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,184
3056,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,143
3056,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,165
3056,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,487
3056,B Property and deception offences,B40 Theft,B43 Steal from a retail store,242
3056,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,185
3056,B Property and deception offences,B40 Theft,B49 Other theft,405
3057,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,14
3057,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,18
3057,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,82
3057,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,91
3057,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,100
3057,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,204
3057,B Property and deception offences,B40 Theft,B43 Steal from a retail store,82
3057,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,83
3057,B Property and deception offences,B40 Theft,B49 Other theft,125
